,id,name,abrev,color,alt_color,mascot,logos
111,2094,Cal Lutheran,CAL,#000000,,Kingsmen,http://a.espncdn.com/i/teamlogos/ncaa/500/2094.png
112,13,Cal Poly,CP,#1E4D2B,#eed897,Mustangs,http://a.espncdn.com/i/teamlogos/ncaa/500/13.png
991,1000513,Cal Poly-Pomona,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
992,1000012,Cal State Fullerton,,#FFFFFF,,Titans,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
993,1000013,Cal State Los Angeles,,#FFFFFF,,Golden Eagles,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
994,1000887,Cal State Northridge,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
108,25,California,CAL,#031522,#ffc423,Golden Bears,http://a.espncdn.com/i/teamlogos/ncaa/500/25.png
987,1000687,California Alumni,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
110,2858,California PA,CAL,#000000,,Vulcans,http://a.espncdn.com/i/teamlogos/ncaa/500/2858.png
990,1000690,California Tech,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
109,1000987,"California, Pa.",,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
988,1000891,California-Riverside,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
989,1000007,California-Santa Barbara,UCSB,#FFFFFF,,Gauchos,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
995,1000917,Cameron,CAM,#FFFFFF,,Aggies,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
996,1000147,Camp Adams,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
997,1000591,Camp Baker,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
998,1000854,Camp Beale,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
999,1000846,Camp Blanding,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1000,1000767,Camp Davis,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1001,1000567,Camp Devens,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1002,1000618,Camp Dodge,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1003,1000575,Camp Doniphan,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1005,1000564,Camp Funston,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1006,1000572,Camp Gordon,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1007,1000014,Camp Grant,,#FFFFFF,,Warriors,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1008,1000626,Camp Greene,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1009,1000589,Camp Greenleaf,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1010,1000598,Camp Griffin,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1011,1000769,Camp Haan,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1012,1000599,Camp Hancock,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1013,1000619,Camp Harrison,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1014,1000879,Camp Hood,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1015,1000605,Camp Humphreys,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1016,1000803,Camp Kilmer,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1017,1000574,Camp Lee,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1018,1000789,Camp Lejeune,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1019,1000550,Camp Logan,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1020,1000559,Camp Lyons,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1021,1000625,Camp Mabry,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1022,1000569,Camp MacAurthur,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1023,1000579,Camp MacDowell,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1024,1000861,Camp Mackall,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1025,1000866,Camp McClelland,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1026,1000353,Camp McKinley,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1027,1000349,Camp McPherson,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1028,1000432,Camp Meyer,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1029,1000900,Camp Peary,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1030,1000880,Camp Pendleton,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1031,1000635,Camp Perry,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1032,1000773,Camp Pickett,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1033,1000577,Camp Pike,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1034,1000829,Camp Polk,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1035,1000250,Camp Preble,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1036,1000451,Camp Russell,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1037,1000576,Camp Sevier,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1038,1000621,Camp Shelby,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1039,1000573,Camp Sherman,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1040,1000607,Camp Taylor,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1041,1000594,Camp Travis,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1042,1000556,Camp Wadsworth,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
113,2097,Campbell,CAMP,#000000,,Camels,http://a.espncdn.com/i/teamlogos/ncaa/500/2097.png
1004,1000217,Campello,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1043,1000068,Canada All-Stars,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1044,1000706,Canisius,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1045,1000396,Canton A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
114,424,Capital,CAP,#000000,,Crusaders,http://a.espncdn.com/i/teamlogos/ncaa/500/424.png
115,2101,Carleton,CAR,#000000,,Knights,http://a.espncdn.com/i/teamlogos/ncaa/500/2101.png
1046,1000601,Carleton-St. Olaf,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1047,1000015,Carlisle,,#FFFFFF,,Indians,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1048,1000670,Carlstrom Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
116,2102,Carnegie Mellon,CAR,#000000,,Tartans,http://a.espncdn.com/i/teamlogos/ncaa/500/2102.png
1049,1000692,Carroll Montana,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
117,32,Carroll WI,CAR,#000000,,Pioneers,http://a.espncdn.com/i/teamlogos/ncaa/500/32.png
1050,1000580,Carruthers Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
118,2105,Carson-Newman,CNEW,#000000,,Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/2105.png
1051,1000883,Carswell AFB,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
119,2106,Carthage,CAR,#000000,,Redmen,http://a.espncdn.com/i/teamlogos/ncaa/500/2106.png
1052,1000744,Casa Blanca Indians,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1053,1000156,Case,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
120,2963,Case Western Reserve,CSR,#000000,,Spartans,http://a.espncdn.com/i/teamlogos/ncaa/500/2963.png
1054,1000429,Castle Heights,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
121,293,Castleton State College,CAS,#000000,,Spartans,http://a.espncdn.com/i/teamlogos/ncaa/500/293.png
122,2107,Catawba,CAT,#000000,,Indians,http://a.espncdn.com/i/teamlogos/ncaa/500/2107.png
1055,1000500,Catholic,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
123,2108,Catholic University,CATH,#000000,,Cardinals,http://a.espncdn.com/i/teamlogos/ncaa/500/2108.png
1056,1000016,Centenary LA,,#FFFFFF,,Gents,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1057,1000702,Centerville Butte,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
124,2964,Central,CEN,#000000,,Dutch,http://a.espncdn.com/i/teamlogos/ncaa/500/2964.png
1058,1000309,Central Academy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
125,2110,Central Arkansas,UCA,#a7a9ac,#8e959a,Bears,http://a.espncdn.com/i/teamlogos/ncaa/500/2110.png
126,2115,Central Connecticut,CCSU,#1B49A2,#d1d5d8,Blue Devils,http://a.espncdn.com/i/teamlogos/ncaa/500/2115.png
1059,1000506,Central Iowa,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1060,1000295,Central Kentucky,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
127,2860,Central Methodist,CDF,#000000,,Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/2860.png
128,2117,Central Michigan,CMU,#6a0032,#ffffff,Chippewas,http://a.espncdn.com/i/teamlogos/ncaa/500/2117.png
1061,1000928,Central Missouri,CEN,#FFFFFF,,Mules,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
129,2118,Central Missouri State,CEN,#000000,,Mules,http://a.espncdn.com/i/teamlogos/ncaa/500/2118.png
130,2122,Central Oklahoma,CEN,#000000,,Bronchos,http://a.espncdn.com/i/teamlogos/ncaa/500/2122.png
131,2119,Central State,CCI,#000000,,Marauders,http://a.espncdn.com/i/teamlogos/ncaa/500/2119.png
132,2120,Central Washington,CEN,#000000,,Wildcats,http://a.espncdn.com/i/teamlogos/ncaa/500/2120.png
133,2121,Centre,CEN,#000000,,Colonels,http://a.espncdn.com/i/teamlogos/ncaa/500/2121.png
134,1000989,Cerritos College,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
135,2123,Chadron State,CHA,#000000,,Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/2123.png
1062,1000526,Chamberlain Hunt,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1063,1000578,Chanute Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
136,411,Chapman,CHA,#000000,,Panthers,http://a.espncdn.com/i/teamlogos/ncaa/500/411.png
1064,1000390,Charles City,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1065,1000305,Charleston,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1066,1000806,Charleston Coast Guard,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1067,1000479,Charleston Navy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
137,2127,Charleston Southern,CHSO,#2e3192,#ded090,Buccaneers,http://a.espncdn.com/i/teamlogos/ncaa/500/2127.png
138,2128,Charleston WV,CHA,#000000,,Golden Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/2128.png
139,2429,Charlotte,CHAR,#ffffff,#cfab7a,49ers,http://a.espncdn.com/i/teamlogos/ncaa/500/2429.png
1068,1000831,Chatham Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
140,236,Chattanooga,CHAT,#00386b,#dca71d,Mocs,http://a.espncdn.com/i/teamlogos/ncaa/500/236.png
1069,1000666,Chemawa,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1070,1000826,Cherry Point Marines,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1071,1000395,Cheyenne High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
141,2129,Cheyney,CHE,#000000,,Wolves,http://a.espncdn.com/i/teamlogos/ncaa/500/2129.png
142,80,Chicago,CHI,#000000,,Maroons,http://a.espncdn.com/i/teamlogos/ncaa/500/80.png
1072,1000109,Chicago A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1073,1000185,Chicago Alumni,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1074,1000263,Chicago College,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1075,1000287,Chicago Dental,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1076,1000144,Chicago Dining Club,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1077,1000267,Chicago Medical,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1078,1000583,Chicago Naval Reserve,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1079,1000122,Chicago YMCA,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1080,1000543,Chick Springs Military,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1081,1000321,Chilocco,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1082,2804,Chowan,CHO,#000000,,Braves,http://a.espncdn.com/i/teamlogos/ncaa/500/2804.png
1083,1000514,Christian Brothers,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
143,3112,Christopher Newport,CHR,#000000,,Captains,http://a.espncdn.com/i/teamlogos/ncaa/500/3112.png
144,2132,Cincinnati,CIN,#000000,#717073,Bearcats,http://a.espncdn.com/i/teamlogos/ncaa/500/2132.png
145,110255,Cincinnati Christian,CNCU,#FFFFFF,,Eagles,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
146,1000933,Cisco College,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1084,1000066,City College of New York,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
147,1000936,City College of San Francisco,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
148,17,Claremont,CLA,#000000,,Stags,http://a.espncdn.com/i/teamlogos/ncaa/500/17.png
149,2134,Clarion,CLA,#000000,,Golden Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/2134.png
150,2805,Clark Atlanta,CLK,#000000,,Panthers,http://a.espncdn.com/i/teamlogos/ncaa/500/2805.png
1085,1000699,Clarke Memorial,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1086,1000268,Clarkson,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
151,228,Clemson,CLEM,#F66733,#522d80,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/228.png
1087,1000535,Clemson Freshmen,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1088,1000634,Cleveland Naval Reserves,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
153,2557,Coast Guard,COA,#000000,,Bears,http://a.espncdn.com/i/teamlogos/ncaa/500/2557.png
152,324,Coastal Carolina,CCU,#007073,#876447,Chanticleers,http://a.espncdn.com/i/teamlogos/ncaa/500/324.png
154,2141,Coe,COE,#000000,,Kohawks,http://a.espncdn.com/i/teamlogos/ncaa/500/2141.png
155,1000991,Coffeyville C.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
156,33,Colby,COL,#000000,,White Mules,http://a.espncdn.com/i/teamlogos/ncaa/500/33.png
157,2142,Colgate,COLG,#8B011D,#231f20,Raiders,http://a.espncdn.com/i/teamlogos/ncaa/500/2142.png
1090,1000844,College All-Stars,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
158,1000960,College of Charleston,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
159,3211,College of Faith,FAI,#FFFFFF,,Warriors,http://a.espncdn.com/i/teamlogos/ncaa/500/3211.png
160,3253,College of Faith - Charlotte,COFC,#FFFFFF,,Saints,http://a.espncdn.com/i/teamlogos/ncaa/500/3253.png
161,108382,College of Idaho,COI,#FFFFFF,,Yotes,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
162,2442,College of New Jersey,CNJ,#000000,,Lions,http://a.espncdn.com/i/teamlogos/ncaa/500/2442.png
163,1000952,College of the Canyons,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
164,38,Colorado,COLO,#d1c57e,#ffd200,Buffaloes,http://a.espncdn.com/i/teamlogos/ncaa/500/38.png
1091,1000344,Colorado Alumni,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
165,2144,Colorado College,COL,#000000,,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/2144.png
1092,1000330,Colorado College Alumni,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
166,11,Colorado Mesa,MESA,#000000,,Mavericks,http://a.espncdn.com/i/teamlogos/ncaa/500/11.png
167,2146,Colorado Mines,COL,#000000,,Orediggers,http://a.espncdn.com/i/teamlogos/ncaa/500/2146.png
1093,1000775,Colorado Springs Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1094,1000281,Colorado Springs High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
168,36,Colorado State,CSU,#004537,#ffc425,Rams,http://a.espncdn.com/i/teamlogos/ncaa/500/36.png
1095,1000695,Colorado State Freshmen,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
169,2570,Colorado State-Pueblo,CSUP,#000000,,Thunderwolves,http://a.espncdn.com/i/teamlogos/ncaa/500/2570.png
170,171,Columbia,CLMB,#174785,#004b85,Lions,http://a.espncdn.com/i/teamlogos/ncaa/500/171.png
1096,1000104,Columbia A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1097,1000317,Columbia Alumni,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1098,1000486,Columbia College,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1099,1000086,Columbia Law,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1100,1000753,Columbia Oregon,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1101,1000318,Columbia YMCA,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
171,127946,Columbus State,,#FFFFFF,,Colust,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1102,1000375,Company I,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
172,2148,Concord,CON,#000000,,Mountain Lions,http://a.espncdn.com/i/teamlogos/ncaa/500/2148.png
173,3099,Concordia AL,CON,#FFFFFF,,Hornets,http://a.espncdn.com/i/teamlogos/ncaa/500/3099.png
1103,1000912,Concordia Canada,,#FFFFFF,,Eagles,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
174,2985,Concordia College MI,CMI,#000000,,Cardinals,http://a.espncdn.com/i/teamlogos/ncaa/500/2985.png
1104,1000922,Concordia College MN,,#FFFFFF,,Cobbers,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
175,2151,Concordia IL,CON,#000000,,Cougars,http://a.espncdn.com/i/teamlogos/ncaa/500/2151.png
176,2152,Concordia MN,CON,#000000,,Cobbers,http://a.espncdn.com/i/teamlogos/ncaa/500/2152.png
179,1000978,Concordia University,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
180,409,Concordia WI,CON,#000000,,Falcons,http://a.espncdn.com/i/teamlogos/ncaa/500/409.png
177,507,Concordia-Nebraska,CON,#FFFFFF,,Concordia University (NE),https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
178,3066,Concordia-St. Paul,CON,#000000,,Golden Bears,http://a.espncdn.com/i/teamlogos/ncaa/500/3066.png
181,41,Connecticut,CONN,#001d40,#f1f2f3,Huskies,http://a.espncdn.com/i/teamlogos/ncaa/500/41.png
